id,creator_id,viewer_id,"timestamp",item_id,item_position,item_price,sale_price
358,200075,310468,"2018-04-02 03:22:04",157,0,0.25,0.25
359,200075,310468,"2018-04-02 03:22:11",161,0,0.01,0.01
360,200075,310468,"2018-04-02 03:22:19",153,0,0.02,0.02
361,200075,310468,"2018-04-02 03:22:28",153,0,0.02,0.02
362,270069,307467,"2018-04-02 03:22:48",161,0,0.01,0.01
363,200075,254353,"2018-04-02 03:25:31",186,0,0.05,0.05
364,200075,254353,"2018-04-02 03:25:43",186,0,0.05,0.05
365,87841,304528,"2018-04-02 03:27:38",167,0,0.29,0.29
366,87841,304528,"2018-04-02 03:28:14",168,0,0.33,0.33
367,87841,304528,"2018-04-02 03:29:03",156,0,0.25,0.25
368,171119,311922,"2018-04-02 03:29:22",158,0,0.01,0.01
369,87841,304528,"2018-04-02 03:29:46",153,0,0.02,0.02
370,87841,304528,"2018-04-02 03:30:47",190,0,0.04,0.04
371,87841,304528,"2018-04-02 03:30:53",188,0,0.04,0.04
372,87841,304528,"2018-04-02 03:30:58",153,0,0.02,0.02
373,87841,304528,"2018-04-02 03:31:01",158,0,0.01,0.01
374,257711,314359,"2018-04-02 03:42:15",188,0,0.04,0.04
375,299452,314362,"2018-04-02 04:01:16",153,0,0.02,0.02
376,200075,256595,"2018-04-02 04:27:03",192,0,0.07,0.07
377,200075,256595,"2018-04-02 04:27:16",158,0,0.01,0.01
378,200075,256595,"2018-04-02 04:27:27",153,0,0.02,0.02
379,200075,258155,"2018-04-02 04:39:15",188,0,0.04,0.04
380,200075,258155,"2018-04-02 04:39:19",189,0,0.04,0.04
381,200075,258155,"2018-04-02 04:39:32",153,0,0.02,0.02
382,303581,314367,"2018-04-02 04:45:23",156,0,0.25,0.25
383,303581,314367,"2018-04-02 04:45:33",160,0,0.40,0.40
384,303581,314367,"2018-04-02 04:45:46",169,0,1.00,1.00
385,303581,314367,"2018-04-02 04:45:54",173,0,0.38,0.38
386,303581,314367,"2018-04-02 04:45:59",175,0,0.71,0.71
387,303581,314367,"2018-04-02 04:46:08",180,0,0.40,0.40
388,128187,314268,"2018-04-02 04:46:19",155,0,0.40,0.40
389,303581,314367,"2018-04-02 04:46:27",157,0,0.25,0.25
390,303581,314367,"2018-04-02 04:46:35",159,0,0.49,0.49
391,303581,314367,"2018-04-02 04:46:40",161,0,0.01,0.01
